model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.175,0.4,0.5,0.2392,0.2963
BLAZE,lightning-ai/lightning,ansible/ansible,WP-small,0.2078,0.3701,0.487,0.2307,0.293
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.275,0.425,0.55,0.2912,0.3752
BLAZE,lightning-ai/lightning,ansible/ansible,WP-large,0.2468,0.5065,0.5909,0.2957,0.3691
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-small,0.1098,0.3415,0.439,0.168,0.2153
BLAZE,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.1234,0.2273,0.3247,0.1504,0.1863
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-large,0.2195,0.439,0.561,0.2762,0.3372
BLAZE,lightning-ai/lightning,ansible/ansible,CP-transfer,0.2792,0.4935,0.5974,0.2984,0.3811
BLAZE,ansible/ansible,lightning-ai/lightning,WP-small,0.16,0.5333,0.6133,0.2401,0.3154
BLAZE,ansible/ansible,lightning-ai/lightning,WP-large,0.36,0.6533,0.7733,0.4083,0.4985
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0366,0.1585,0.2317,0.0693,0.0921
BLAZE,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.2533,0.4667,0.5467,0.2837,0.3532
BLAZE,ansible/ansible,lightning-ai/lightning,CP-transfer,0.2933,0.6133,0.7067,0.3345,0.4491
BLAZE,lightning-ai/lightning,localstack/localstack,WP-small,0.2,0.4526,0.5474,0.1984,0.3122
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.2195,0.3902,0.5244,0.2614,0.3117
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-small,0.2169,0.4286,0.5291,0.2641,0.3197
BLAZE,lightning-ai/lightning,localstack/localstack,WP-large,0.2526,0.5053,0.6,0.2634,0.3618
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-large,0.3598,0.6402,0.7249,0.4229,0.4893
BLAZE,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.1579,0.3684,0.4526,0.156,0.2674
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.1429,0.3704,0.4921,0.2185,0.2583
BLAZE,lightning-ai/lightning,localstack/localstack,CP-transfer,0.2,0.4421,0.4947,0.2158,0.3074
BLAZE,localstack/localstack,lightning-ai/lightning,WP-small,0.2,0.48,0.6267,0.2846,0.3504
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.2963,0.5767,0.6772,0.3413,0.4146
BLAZE,localstack/localstack,lightning-ai/lightning,WP-large,0.44,0.68,0.76,0.4491,0.5511
BLAZE,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.16,0.4533,0.5867,0.2321,0.298
BLAZE,localstack/localstack,lightning-ai/lightning,CP-transfer,0.3333,0.6533,0.7867,0.3634,0.4845
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-small,0.1463,0.2195,0.3293,0.1533,0.2052
BLAZE,prefecthq/prefect,ansible/ansible,WP-small,0.2013,0.3766,0.487,0.2267,0.2926
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-large,0.1829,0.4756,0.5732,0.2753,0.3285
BLAZE,prefecthq/prefect,ansible/ansible,WP-large,0.2857,0.5,0.6364,0.3066,0.3881
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.122,0.3415,0.4512,0.1782,0.2282
BLAZE,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0779,0.1494,0.1883,0.0904,0.1181
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.1829,0.4024,0.5488,0.231,0.2899
BLAZE,numpy/numpy,localstack/localstack,WP-small,0.1789,0.3684,0.4842,0.1673,0.274
BLAZE,prefecthq/prefect,ansible/ansible,CP-transfer,0.1948,0.3571,0.4221,0.214,0.2701
BLAZE,ansible/ansible,prefecthq/prefect,WP-small,0.1341,0.4024,0.5122,0.1942,0.2531
BLAZE,ansible/ansible,prefecthq/prefect,WP-large,0.4024,0.622,0.7317,0.414,0.5171
BLAZE,numpy/numpy,localstack/localstack,WP-large,0.3053,0.5158,0.6211,0.267,0.4056
BLAZE,ansible/ansible,prefecthq/prefect,CP-cold-start,0.122,0.3659,0.5,0.1965,0.2475
BLAZE,numpy/numpy,localstack/localstack,CP-cold-start,0.0737,0.2105,0.2737,0.0787,0.1509
BLAZE,ansible/ansible,prefecthq/prefect,CP-transfer,0.2073,0.439,0.6585,0.2343,0.3317
BLAZE,numpy/numpy,mesonbuild/meson,WP-small,0.2698,0.5026,0.6349,0.3023,0.3807
BLAZE,numpy/numpy,localstack/localstack,CP-transfer,0.1789,0.4,0.5158,0.193,0.3029
BLAZE,numpy/numpy,mesonbuild/meson,WP-large,0.3704,0.6455,0.709,0.42,0.4992
BLAZE,numpy/numpy,mesonbuild/meson,CP-cold-start,0.2116,0.4656,0.6296,0.2743,0.3348
BLAZE,localstack/localstack,numpy/numpy,WP-small,0.3043,0.4845,0.5901,0.3523,0.3956
BLAZE,numpy/numpy,mesonbuild/meson,CP-transfer,0.2593,0.5079,0.6614,0.3211,0.3782
BLAZE,ipython/ipython,qiskit/qiskit,WP-small,0.2941,0.511,0.614,0.3296,0.4025
BLAZE,localstack/localstack,numpy/numpy,WP-large,0.2919,0.5652,0.6584,0.3794,0.4244
BLAZE,localstack/localstack,numpy/numpy,CP-cold-start,0.1739,0.3168,0.4224,0.2244,0.2577
BLAZE,localstack/localstack,numpy/numpy,CP-transfer,0.2857,0.528,0.6273,0.3593,0.4036
BLAZE,numpy/numpy,qiskit/qiskit,WP-small,0.2647,0.5331,0.6213,0.322,0.3864
BLAZE,numpy/numpy,qiskit/qiskit,WP-large,0.3382,0.5735,0.6801,0.3995,0.458
BLAZE,numpy/numpy,qiskit/qiskit,CP-cold-start,0.1618,0.3456,0.4669,0.1866,0.2568
BLAZE,numpy/numpy,qiskit/qiskit,CP-transfer,0.2794,0.5294,0.636,0.336,0.4003
BLAZE,qiskit/qiskit,numpy/numpy,WP-small,0.2298,0.4907,0.5963,0.3175,0.3541
BLAZE,qiskit/qiskit,numpy/numpy,WP-large,0.3354,0.5839,0.6646,0.3975,0.4506
BLAZE,qiskit/qiskit,numpy/numpy,CP-cold-start,0.1118,0.2671,0.4037,0.1766,0.1967
BLAZE,qiskit/qiskit,numpy/numpy,CP-transfer,0.2484,0.441,0.5528,0.3195,0.3571
BLAZE,ipython/ipython,docker/compose,WP-small,0.2051,0.4786,0.5726,0.2823,0.3396
BLAZE,ipython/ipython,docker/compose,WP-large,0.3504,0.6667,0.7094,0.4201,0.4977
BLAZE,ipython/ipython,docker/compose,CP-cold-start,0.1197,0.4103,0.5726,0.2345,0.2582
BLAZE,ipython/ipython,docker/compose,CP-transfer,0.2735,0.547,0.6752,0.3511,0.4158
BLAZE,docker/compose,ipython/ipython,WP-small,0.1538,0.3373,0.4497,0.2212,0.2449
BLAZE,docker/compose,ipython/ipython,WP-large,0.3432,0.6331,0.6982,0.4015,0.4726
BLAZE,docker/compose,ipython/ipython,CP-cold-start,0.0828,0.142,0.1953,0.1111,0.1259
BLAZE,docker/compose,ipython/ipython,CP-transfer,0.1775,0.4911,0.5562,0.2588,0.3116
BLAZE,wagtail/wagtail,docker/compose,WP-small,0.2051,0.4872,0.5726,0.2765,0.3361
BLAZE,wagtail/wagtail,docker/compose,WP-large,0.359,0.6496,0.7265,0.4146,0.5044
BLAZE,wagtail/wagtail,docker/compose,CP-cold-start,0.1111,0.4103,0.5641,0.2247,0.2559
BLAZE,wagtail/wagtail,docker/compose,CP-transfer,0.2564,0.5043,0.6325,0.3187,0.3806
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-small,0.1067,0.52,0.6133,0.245,0.3149
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-large,0.32,0.5467,0.7067,0.3305,0.4536
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0123,0.0099
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-transfer,0.32,0.5733,0.68,0.2953,0.4363
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-small,0.175,0.375,0.5,0.5247,0.5344
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.6541,0.6546
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.05,0.0281,0.0277
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-transfer,0.275,0.5,0.5,0.6892,0.7017
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.0373,0.1553,0.1925,0.1952,0.2308
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.0497,0.1863,0.2422,0.2504,0.2709
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.0186,0.0559,0.0683,0.0787,0.0854
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.0373,0.1615,0.1988,0.2167,0.2292
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.25,0.425,0.5,0.6106,0.6271
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.5,0.6438,0.6546
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0043,0.004
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.225,0.5,0.5,0.6642,0.675
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.0794,0.1693,0.2011,0.4257,0.4706
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.0688,0.1746,0.2011,0.4231,0.4541
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0212,0.1323,0.1799,0.2566,0.2817
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.0476,0.1534,0.1958,0.3476,0.3833
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.5,0.4318,0.4297
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.475,0.6592,0.6783
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0064,0.0062
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.25,0.475,0.475,0.6699,0.677
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.0421,0.2421,0.3474,0.1423,0.1781
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.0737,0.2526,0.3474,0.1703,0.2124
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.0,0.0105,0.0211,0.015,0.0151
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.0421,0.2,0.3053,0.14,0.1705
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.275,0.4,0.475,0.6377,0.6606
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.275,0.475,0.5,0.6979,0.6983
